Customer Postal Code;Customer Key;Customer ID;Customer Name;Customer Segment;Customer City;State Key;Customer State;Customer Region
28205;900;CK-12595;Clytie Kelty;Consumer;Charlotte;32;North Carolina;South
7036;901;CK-12760;Cyma Kinney;Corporate;Linden;29;New Jersey;East
94122;902;CK-12760;Cyma Kinney;Corporate;San Francisco;4;California;West
60505;903;CK-12760;Cyma Kinney;Corporate;Aurora;12;Illinois;Central
32216;904;CK-12760;Cyma Kinney;Corporate;Jacksonville;9;Florida;South
22204;905;CK-12760;Cyma Kinney;Corporate;Arlington;45;Virginia;South
10011;906;CK-12760;Cyma Kinney;Corporate;New York City;31;New York;East
11561;907;CK-12760;Cyma Kinney;Corporate;Long Beach;31;New York;East
37211;908;CK-12760;Cyma Kinney;Corporate;Nashville;41;Tennessee;South
85301;909;CK-12760;Cyma Kinney;Corporate;Glendale;2;Arizona;West
2149;910;CL-11890;Carl Ludwig;Consumer;Everett;20;Massachusetts;East
60623;911;CL-11890;Carl Ludwig;Consumer;Chicago;12;Illinois;Central
19143;912;CL-11890;Carl Ludwig;Consumer;Philadelphia;37;Pennsylvania;East
94122;913;CL-11890;Carl Ludwig;Consumer;San Francisco;4;California;West
50322;914;CL-12565;Clay Ludtke;Consumer;Urbandale;14;Iowa;Central
93534;915;CL-12565;Clay Ludtke;Consumer;Lancaster;4;California;West
29203;916;CL-12565;Clay Ludtke;Consumer;Columbia;39;South Carolina;South
44105;917;CL-12565;Clay Ludtke;Consumer;Cleveland;34;Ohio;East
98115;918;CL-12565;Clay Ludtke;Consumer;Seattle;46;Washington;West
90004;919;CL-12565;Clay Ludtke;Consumer;Los Angeles;4;California;West
10009;920;CL-12565;Clay Ludtke;Consumer;New York City;31;New York;East
74133;921;CL-12565;Clay Ludtke;Consumer;Tulsa;35;Oklahoma;Central
90049;922;CL-12565;Clay Ludtke;Consumer;Los Angeles;4;California;West
97030;923;CL-12565;Clay Ludtke;Consumer;Gresham;36;Oregon;West
19601;924;CL-12565;Clay Ludtke;Consumer;Reading;37;Pennsylvania;East
11561;925;CL-12565;Clay Ludtke;Consumer;Long Beach;31;New York;East
65807;926;CL-12700;Craig Leslie;Home Office;Springfield;24;Missouri;Central
80906;927;CL-12700;Craig Leslie;Home Office;Colorado Springs;5;Colorado;West
80013;928;CL-12700;Craig Leslie;Home Office;Aurora;5;Colorado;West
10009;929;CL-12700;Craig Leslie;Home Office;New York City;31;New York;East
41042;930;CL-12700;Craig Leslie;Home Office;Florence;16;Kentucky;South
77506;931;CM-11815;Candace McMahon;Corporate;Pasadena;42;Texas;Central
79907;932;CM-11815;Candace McMahon;Corporate;El Paso;42;Texas;Central
98115;933;CM-11815;Candace McMahon;Corporate;Seattle;46;Washington;West
94109;934;CM-11815;Candace McMahon;Corporate;San Francisco;4;California;West
85023;935;CM-11815;Candace McMahon;Corporate;Phoenix;2;Arizona;West
28314;936;CM-11935;Carlos Meador;Consumer;Fayetteville;32;North Carolina;South
85705;937;CM-11935;Carlos Meador;Consumer;Tucson;2;Arizona;West
10011;938;CM-12115;Chad McGuire;Consumer;New York City;31;New York;East
10024;939;CM-12115;Chad McGuire;Consumer;New York City;31;New York;East
94109;940;CM-12115;Chad McGuire;Consumer;San Francisco;4;California;West
90008;941;CM-12115;Chad McGuire;Consumer;Los Angeles;4;California;West
78521;942;CM-12160;Charles McCrossin;Consumer;Brownsville;42;Texas;Central
19134;943;CM-12160;Charles McCrossin;Consumer;Philadelphia;37;Pennsylvania;East
94122;944;CM-12160;Charles McCrossin;Consumer;San Francisco;4;California;West
21215;945;CM-12160;Charles McCrossin;Consumer;Baltimore;19;Maryland;East
19143;946;CM-12160;Charles McCrossin;Consumer;Philadelphia;37;Pennsylvania;East
2740;947;CM-12160;Charles McCrossin;Consumer;New Bedford;20;Massachusetts;East
19134;948;CM-12190;Charlotte Melton;Consumer;Philadelphia;37;Pennsylvania;East
60623;949;CM-12190;Charlotte Melton;Consumer;Chicago;12;Illinois;Central
90004;950;CM-12190;Charlotte Melton;Consumer;Los Angeles;4;California;West
92105;951;CM-12190;Charlotte Melton;Consumer;San Diego;4;California;West
13501;952;CM-12190;Charlotte Melton;Consumer;Utica;31;New York;East
55901;953;CM-12190;Charlotte Melton;Consumer;Rochester;22;Minnesota;Central
75007;954;CM-12235;Chris McAfee;Consumer;Carrollton;42;Texas;Central
72209;955;CM-12235;Chris McAfee;Consumer;Little Rock;3;Arkansas;South
13601;956;CM-12235;Chris McAfee;Consumer;Watertown;31;New York;East
85023;957;CM-12235;Chris McAfee;Consumer;Phoenix;2;Arizona;West
53209;958;CM-12235;Chris McAfee;Consumer;Milwaukee;48;Wisconsin;Central
30318;959;CM-12385;Christopher Martinez;Consumer;Atlanta;10;Georgia;South
29406;960;CM-12385;Christopher Martinez;Consumer;North Charleston;39;South Carolina;South
60610;961;CM-12385;Christopher Martinez;Consumer;Chicago;12;Illinois;Central
94110;962;CM-12385;Christopher Martinez;Consumer;San Francisco;4;California;West
94122;963;CM-12445;Chuck Magee;Consumer;San Francisco;4;California;West
92374;964;CM-12445;Chuck Magee;Consumer;Redlands;4;California;West
77095;965;CM-12445;Chuck Magee;Consumer;Houston;42;Texas;Central
90008;966;CM-12655;Corinna Mitchell;Home Office;Los Angeles;4;California;West
39212;967;CM-12655;Corinna Mitchell;Home Office;Jackson;23;Mississippi;South
10035;968;CM-12655;Corinna Mitchell;Home Office;New York City;31;New York;East
98115;969;CM-12655;Corinna Mitchell;Home Office;Seattle;46;Washington;West
10011;970;CM-12655;Corinna Mitchell;Home Office;New York City;31;New York;East
77041;971;CM-12655;Corinna Mitchell;Home Office;Houston;42;Texas;Central
77340;972;CM-12715;Craig Molinari;Corporate;Huntsville;42;Texas;Central
19140;973;CM-12715;Craig Molinari;Corporate;Philadelphia;37;Pennsylvania;East
77070;974;CM-12715;Craig Molinari;Corporate;Houston;42;Texas;Central
98103;975;CM-12715;Craig Molinari;Corporate;Seattle;46;Washington;West
19143;976;Co-12640;Corey-Lock;Consumer;Philadelphia;37;Pennsylvania;East
29501;977;Co-12640;Corey-Lock;Consumer;Florence;39;South Carolina;South
60076;978;Co-12640;Corey-Lock;Consumer;Skokie;12;Illinois;Central
98105;979;Co-12640;Corey-Lock;Consumer;Seattle;46;Washington;West
73505;980;Co-12640;Corey-Lock;Consumer;Lawton;35;Oklahoma;Central
6360;981;CP-12085;Cathy Prescott;Corporate;Norwich;6;Connecticut;East
62301;982;CP-12085;Cathy Prescott;Corporate;Quincy;12;Illinois;Central
44107;983;CP-12085;Cathy Prescott;Corporate;Lakewood;34;Ohio;East
10024;984;CP-12085;Cathy Prescott;Corporate;New York City;31;New York;East
85705;985;CP-12085;Cathy Prescott;Corporate;Tucson;2;Arizona;West
65807;986;CP-12085;Cathy Prescott;Corporate;Springfield;24;Missouri;Central
98042;987;CP-12085;Cathy Prescott;Corporate;Covington;46;Washington;West
33445;988;CP-12085;Cathy Prescott;Corporate;Delray Beach;9;Florida;South
10009;989;CP-12340;Christine Phan;Corporate;New York City;31;New York;East
98115;990;CP-12340;Christine Phan;Corporate;Seattle;46;Washington;West
10024;991;CP-12340;Christine Phan;Corporate;New York City;31;New York;East
32216;992;CP-12340;Christine Phan;Corporate;Jacksonville;9;Florida;South
2886;993;CP-12340;Christine Phan;Corporate;Warwick;38;Rhode Island;East
33142;994;CP-12340;Christine Phan;Corporate;Miami;9;Florida;South
6708;995;CP-12340;Christine Phan;Corporate;Waterbury;6;Connecticut;East
90049;996;CP-12340;Christine Phan;Corporate;Los Angeles;4;California;West
60126;997;CR-12580;Clay Rozendal;Home Office;Elmhurst;12;Illinois;Central
10009;998;CR-12580;Clay Rozendal;Home Office;New York City;31;New York;East
98006;999;CR-12580;Clay Rozendal;Home Office;Bellevue;46;Washington;West
92037;1000;CR-12580;Clay Rozendal;Home Office;San Diego;4;California;West
8701;1001;CR-12625;Corey Roper;Home Office;Lakewood;29;New Jersey;East
49505;1002;CR-12625;Corey Roper;Home Office;Grand Rapids;21;Michigan;Central
31907;1003;CR-12625;Corey Roper;Home Office;Columbus;10;Georgia;South
43229;1004;CR-12730;Craig Reiter;Consumer;Columbus;34;Ohio;East
60610;1005;CR-12730;Craig Reiter;Consumer;Chicago;12;Illinois;Central
10009;1006;CR-12730;Craig Reiter;Consumer;New York City;31;New York;East
10035;1007;CR-12820;Cyra Reiten;Home Office;New York City;31;New York;East
33407;1008;CR-12820;Cyra Reiten;Home Office;West Palm Beach;9;Florida;South
77041;1009;CR-12820;Cyra Reiten;Home Office;Houston;42;Texas;Central
98105;1010;CS-11845;Cari Sayre;Corporate;Seattle;46;Washington;West
77070;1011;CS-11845;Cari Sayre;Corporate;Houston;42;Texas;Central
98103;1012;CS-11845;Cari Sayre;Corporate;Seattle;46;Washington;West
60623;1013;CS-11845;Cari Sayre;Corporate;Chicago;12;Illinois;Central
28540;1014;CS-11860;Cari Schnelling;Consumer;Jacksonville;32;North Carolina;South
10011;1015;CS-11860;Cari Schnelling;Consumer;New York City;31;New York;East
10024;1016;CS-11860;Cari Schnelling;Consumer;New York City;31;New York;East
33801;1017;CS-11860;Cari Schnelling;Consumer;Lakeland;9;Florida;South
75220;1018;CS-11860;Cari Schnelling;Consumer;Dallas;42;Texas;Central
45014;1019;CS-11860;Cari Schnelling;Consumer;Fairfield;34;Ohio;East
60610;1020;CS-11950;Carlos Soltero;Consumer;Chicago;12;Illinois;Central
98115;1021;CS-11950;Carlos Soltero;Consumer;Seattle;46;Washington;West
19140;1022;CS-11950;Carlos Soltero;Consumer;Philadelphia;37;Pennsylvania;East
19134;1023;CS-11950;Carlos Soltero;Consumer;Philadelphia;37;Pennsylvania;East
10024;1024;CS-11950;Carlos Soltero;Consumer;New York City;31;New York;East
11520;1025;CS-11950;Carlos Soltero;Consumer;Freeport;31;New York;East
91104;1026;CS-11950;Carlos Soltero;Consumer;Pasadena;4;California;West
39212;1027;CS-11950;Carlos Soltero;Consumer;Jackson;23;Mississippi;South
90045;1028;CS-11950;Carlos Soltero;Consumer;Los Angeles;4;California;West
90004;1029;CS-12130;Chad Sievert;Consumer;Los Angeles;4;California;West
78745;1030;CS-12130;Chad Sievert;Consumer;Austin;42;Texas;Central
98105;1031;CS-12130;Chad Sievert;Consumer;Seattle;46;Washington;West
80112;1032;CS-12130;Chad Sievert;Consumer;Englewood;5;Colorado;West
38401;1033;CS-12175;Charles Sheldon;Corporate;Columbia;41;Tennessee;South
52240;1034;CS-12175;Charles Sheldon;Corporate;Iowa City;14;Iowa;Central
94122;1035;CS-12175;Charles Sheldon;Corporate;San Francisco;4;California;West
8701;1036;CS-12175;Charles Sheldon;Corporate;Lakewood;29;New Jersey;East
37421;1037;CS-12175;Charles Sheldon;Corporate;Chattanooga;41;Tennessee;South
71111;1038;CS-12250;Chris Selesnick;Corporate;Bossier City;17;Louisiana;South
76117;1039;CS-12250;Chris Selesnick;Corporate;Haltom City;42;Texas;Central
90032;1040;CS-12250;Chris Selesnick;Corporate;Los Angeles;4;California;West
29203;1041;CS-12250;Chris Selesnick;Corporate;Columbia;39;South Carolina;South
55125;1042;CS-12250;Chris Selesnick;Corporate;Woodbury;22;Minnesota;Central
92105;1043;CS-12250;Chris Selesnick;Corporate;San Diego;4;California;West
98103;1044;CS-12250;Chris Selesnick;Corporate;Seattle;46;Washington;West
10024;1045;CS-12250;Chris Selesnick;Corporate;New York City;31;New York;East
60623;1046;CS-12250;Chris Selesnick;Corporate;Chicago;12;Illinois;Central
92024;1047;CS-12250;Chris Selesnick;Corporate;San Diego;4;California;West
54302;1048;CS-12250;Chris Selesnick;Corporate;Green Bay;48;Wisconsin;Central
30076;1049;CS-12355;Christine Sundaresam;Consumer;Roswell;10;Georgia;South
11561;1050;CS-12355;Christine Sundaresam;Consumer;Long Beach;31;New York;East
24153;1051;CS-12355;Christine Sundaresam;Consumer;Salem;45;Virginia;South
2148;1052;CS-12355;Christine Sundaresam;Consumer;Malden;20;Massachusetts;East
10024;1053;CS-12355;Christine Sundaresam;Consumer;New York City;31;New York;East
70506;1054;CS-12355;Christine Sundaresam;Consumer;Lafayette;17;Louisiana;South
98115;1055;CS-12355;Christine Sundaresam;Consumer;Seattle;46;Washington;West
90805;1056;CS-12355;Christine Sundaresam;Consumer;Long Beach;4;California;West
43017;1057;CS-12355;Christine Sundaresam;Consumer;Dublin;34;Ohio;East
6824;1058;CS-12355;Christine Sundaresam;Consumer;Fairfield;6;Connecticut;East
33021;1059;CS-12355;Christine Sundaresam;Consumer;Hollywood;9;Florida;South
60623;1060;CS-12400;Christopher Schild;Home Office;Chicago;12;Illinois;Central
33614;1061;CS-12400;Christopher Schild;Home Office;Tampa;9;Florida;South
98115;1062;CS-12400;Christopher Schild;Home Office;Seattle;46;Washington;West
95123;1063;CS-12400;Christopher Schild;Home Office;San Jose;4;California;West
90045;1064;CS-12400;Christopher Schild;Home Office;Los Angeles;4;California;West
58103;1065;CS-12400;Christopher Schild;Home Office;Fargo;33;North Dakota;Central
19134;1066;CS-12400;Christopher Schild;Home Office;Philadelphia;37;Pennsylvania;East
94109;1067;CS-12400;Christopher Schild;Home Office;San Francisco;4;California;West
31907;1068;CS-12460;Chuck Sachs;Consumer;Columbus;10;Georgia;South
10009;1069;CS-12460;Chuck Sachs;Consumer;New York City;31;New York;East
77301;1070;CS-12490;Cindy Schnelling;Corporate;Conroe;42;Texas;Central
33801;1071;CS-12490;Cindy Schnelling;Corporate;Lakeland;9;Florida;South
10009;1072;CS-12490;Cindy Schnelling;Corporate;New York City;31;New York;East
43615;1073;CS-12490;Cindy Schnelling;Corporate;Toledo;34;Ohio;East
27360;1074;CS-12505;Cindy Stewart;Consumer;Thomasville;32;North Carolina;South
31907;1075;CS-12505;Cindy Stewart;Consumer;Columbus;10;Georgia;South
94122;1076;CS-12505;Cindy Stewart;Consumer;San Francisco;4;California;West
90036;1077;CS-12505;Cindy Stewart;Consumer;Los Angeles;4;California;West
43130;1078;CS-12505;Cindy Stewart;Consumer;Lancaster;34;Ohio;East
91767;1079;CS-12505;Cindy Stewart;Consumer;Pomona;4;California;West
55901;1080;CT-11995;Carol Triggs;Consumer;Rochester;22;Minnesota;Central
46203;1081;CT-11995;Carol Triggs;Consumer;Indianapolis;13;Indiana;Central
19134;1082;CT-11995;Carol Triggs;Consumer;Philadelphia;37;Pennsylvania;East
90004;1083;CT-11995;Carol Triggs;Consumer;Los Angeles;4;California;West
55124;1084;CT-11995;Carol Triggs;Consumer;Apple Valley;22;Minnesota;Central
85705;1085;CT-11995;Carol Triggs;Consumer;Tucson;2;Arizona;West
1841;1086;CT-11995;Carol Triggs;Consumer;Lawrence;20;Massachusetts;East
75061;1087;CT-11995;Carol Triggs;Consumer;Irving;42;Texas;Central
93727;1088;CV-12295;Christina VanderZanden;Consumer;Fresno;4;California;West
60653;1089;CV-12295;Christina VanderZanden;Consumer;Chicago;12;Illinois;Central
10011;1090;CV-12295;Christina VanderZanden;Consumer;New York City;31;New York;East
48234;1091;CV-12295;Christina VanderZanden;Consumer;Detroit;21;Michigan;Central
50315;1092;CV-12295;Christina VanderZanden;Consumer;Des Moines;14;Iowa;Central
10035;1093;CV-12805;Cynthia Voltz;Corporate;New York City;31;New York;East
10024;1094;CV-12805;Cynthia Voltz;Corporate;New York City;31;New York;East
94110;1095;CV-12805;Cynthia Voltz;Corporate;San Francisco;4;California;West
76106;1096;CV-12805;Cynthia Voltz;Corporate;Fort Worth;42;Texas;Central
90045;1097;CV-12805;Cynthia Voltz;Corporate;Los Angeles;4;California;West
19120;1098;CV-12805;Cynthia Voltz;Corporate;Philadelphia;37;Pennsylvania;East
68025;1099;CV-12805;Cynthia Voltz;Corporate;Fremont;26;Nebraska;Central
94601;1100;CV-12805;Cynthia Voltz;Corporate;Oakland;4;California;West
78745;1101;CV-12805;Cynthia Voltz;Corporate;Austin;42;Texas;Central
77340;1102;CW-11905;Carl Weiss;Home Office;Huntsville;42;Texas;Central
59715;1103;CW-11905;Carl Weiss;Home Office;Bozeman;25;Montana;West
90004;1104;CW-11905;Carl Weiss;Home Office;Los Angeles;4;California;West
11561;1105;CW-11905;Carl Weiss;Home Office;Long Beach;31;New York;East
2920;1106;CW-11905;Carl Weiss;Home Office;Cranston;38;Rhode Island;East
19711;1107;CW-11905;Carl Weiss;Home Office;Newark;7;Delaware;East
94601;1108;CY-12745;Craig Yedwab;Corporate;Oakland;4;California;West
78207;1109;CY-12745;Craig Yedwab;Corporate;San Antonio;42;Texas;Central
38401;1110;CY-12745;Craig Yedwab;Corporate;Columbia;41;Tennessee;South
71203;1111;CY-12745;Craig Yedwab;Corporate;Monroe;17;Louisiana;South
85234;1112;CY-12745;Craig Yedwab;Corporate;Gilbert;2;Arizona;West
60610;1113;CY-12745;Craig Yedwab;Corporate;Chicago;12;Illinois;Central
94110;1114;CY-12745;Craig Yedwab;Corporate;San Francisco;4;California;West
45503;1115;CY-12745;Craig Yedwab;Corporate;Springfield;34;Ohio;East
77095;1116;DA-13450;Dianna Arnett;Home Office;Houston;42;Texas;Central
20016;1117;DA-13450;Dianna Arnett;Home Office;Washington;8;District of Columbia;East
23464;1118;DA-13450;Dianna Arnett;Home Office;Virginia Beach;45;Virginia;South
43130;1119;DA-13450;Dianna Arnett;Home Office;Lancaster;34;Ohio;East
33614;1120;DB-12910;Daniel Byrd;Home Office;Tampa;9;Florida;South
33311;1121;DB-12910;Daniel Byrd;Home Office;Fort Lauderdale;9;Florida;South
31907;1122;DB-12910;Daniel Byrd;Home Office;Columbus;10;Georgia;South
42420;1123;DB-12910;Daniel Byrd;Home Office;Henderson;16;Kentucky;South
75220;1124;DB-12910;Daniel Byrd;Home Office;Dallas;42;Texas;Central
93905;1125;DB-12910;Daniel Byrd;Home Office;Salinas;4;California;West
92630;1126;DB-12910;Daniel Byrd;Home Office;Lake Forest;4;California;West
90004;1127;DB-12970;Darren Budd;Corporate;Los Angeles;4;California;West
77036;1128;DB-12970;Darren Budd;Corporate;Houston;42;Texas;Central
10035;1129;DB-12970;Darren Budd;Corporate;New York City;31;New York;East
10024;1130;DB-12970;Darren Budd;Corporate;New York City;31;New York;East
90045;1131;DB-12970;Darren Budd;Corporate;Los Angeles;4;California;West
98115;1132;DB-13060;Dave Brooks;Consumer;Seattle;46;Washington;West
1852;1133;DB-13060;Dave Brooks;Consumer;Lowell;20;Massachusetts;East
60653;1134;DB-13060;Dave Brooks;Consumer;Chicago;12;Illinois;Central
8701;1135;DB-13060;Dave Brooks;Consumer;Lakewood;29;New Jersey;East
38401;1136;DB-13060;Dave Brooks;Consumer;Columbia;41;Tennessee;South
60076;1137;DB-13060;Dave Brooks;Consumer;Skokie;12;Illinois;Central
92627;1138;DB-13060;Dave Brooks;Consumer;Costa Mesa;4;California;West
95051;1139;DB-13120;David Bremer;Corporate;Santa Clara;4;California;West
14609;1140;DB-13120;David Bremer;Corporate;Rochester;31;New York;East
94122;1141;DB-13120;David Bremer;Corporate;San Francisco;4;California;West
33614;1142;DB-13120;David Bremer;Corporate;Tampa;9;Florida;South
43302;1143;DB-13120;David Bremer;Corporate;Marion;34;Ohio;East
93101;1144;DB-13120;David Bremer;Corporate;Santa Barbara;4;California;West
75217;1145;DB-13120;David Bremer;Corporate;Dallas;42;Texas;Central
77041;1146;DB-13210;Dean Braden;Consumer;Houston;42;Texas;Central
19140;1147;DB-13210;Dean Braden;Consumer;Philadelphia;37;Pennsylvania;East
7501;1148;DB-13210;Dean Braden;Consumer;Paterson;29;New Jersey;East
28540;1149;DB-13210;Dean Braden;Consumer;Jacksonville;32;North Carolina;South
28601;1150;DB-13210;Dean Braden;Consumer;Hickory;32;North Carolina;South
48234;1151;DB-13210;Dean Braden;Consumer;Detroit;21;Michigan;Central
34952;1152;DB-13210;Dean Braden;Consumer;Port Saint Lucie;9;Florida;South
94109;1153;DB-13210;Dean Braden;Consumer;San Francisco;4;California;West
19134;1154;DB-13210;Dean Braden;Consumer;Philadelphia;37;Pennsylvania;East
92024;1155;DB-13270;Deborah Brumfield;Home Office;San Diego;4;California;West
94513;1156;DB-13270;Deborah Brumfield;Home Office;Brentwood;4;California;West
78745;1157;DB-13270;Deborah Brumfield;Home Office;Austin;42;Texas;Central
10009;1158;DB-13270;Deborah Brumfield;Home Office;New York City;31;New York;East
97206;1159;DB-13270;Deborah Brumfield;Home Office;Portland;36;Oregon;West
2908;1160;DB-13270;Deborah Brumfield;Home Office;Providence;38;Rhode Island;East
75081;1161;DB-13270;Deborah Brumfield;Home Office;Dallas;42;Texas;Central
19134;1162;DB-13270;Deborah Brumfield;Home Office;Philadelphia;37;Pennsylvania;East
10009;1163;DB-13360;Dennis Bolton;Home Office;New York City;31;New York;East
6708;1164;DB-13360;Dennis Bolton;Home Office;Waterbury;6;Connecticut;East
84106;1165;DB-13360;Dennis Bolton;Home Office;Salt Lake City;43;Utah;West
44107;1166;DB-13360;Dennis Bolton;Home Office;Lakewood;34;Ohio;East
92503;1167;DB-13360;Dennis Bolton;Home Office;Riverside;4;California;West
46350;1168;DB-13405;Denny Blanton;Consumer;La Porte;13;Indiana;Central
10011;1169;DB-13405;Denny Blanton;Consumer;New York City;31;New York;East
32839;1170;DB-13405;Denny Blanton;Consumer;Orlando;9;Florida;South
1841;1171;DB-13405;Denny Blanton;Consumer;Lawrence;20;Massachusetts;East
32216;1172;DB-13555;Dorothy Badders;Corporate;Jacksonville;9;Florida;South
43017;1173;DB-13555;Dorothy Badders;Corporate;Dublin;34;Ohio;East
76106;1174;DB-13555;Dorothy Badders;Corporate;Fort Worth;42;Texas;Central
72701;1175;DB-13555;Dorothy Badders;Corporate;Fayetteville;3;Arkansas;South
19711;1176;DB-13555;Dorothy Badders;Corporate;Newark;7;Delaware;East
27604;1177;DB-13555;Dorothy Badders;Corporate;Raleigh;32;North Carolina;South
42420;1178;DB-13555;Dorothy Badders;Corporate;Henderson;16;Kentucky;South
90045;1179;DB-13615;Doug Bickford;Consumer;Los Angeles;4;California;West
28806;1180;DB-13615;Doug Bickford;Consumer;Asheville;32;North Carolina;South
98105;1181;DB-13615;Doug Bickford;Consumer;Seattle;46;Washington;West
94110;1182;DB-13615;Doug Bickford;Consumer;San Francisco;4;California;West
28205;1183;DB-13615;Doug Bickford;Consumer;Charlotte;32;North Carolina;South
85705;1184;DB-13615;Doug Bickford;Consumer;Tucson;2;Arizona;West
94109;1185;DB-13615;Doug Bickford;Consumer;San Francisco;4;California;West
11572;1186;DB-13660;Duane Benoit;Consumer;Oceanside;31;New York;East
75081;1187;DB-13660;Duane Benoit;Consumer;Dallas;42;Texas;Central
77095;1188;DB-13660;Duane Benoit;Consumer;Houston;42;Texas;Central
19711;1189;DB-13660;Duane Benoit;Consumer;Newark;7;Delaware;East
43130;1190;DB-13660;Duane Benoit;Consumer;Lancaster;34;Ohio;East
90036;1191;DB-13660;Duane Benoit;Consumer;Los Angeles;4;California;West
6457;1192;DB-13660;Duane Benoit;Consumer;Middletown;6;Connecticut;East
35630;1193;DC-12850;Dan Campbell;Consumer;Florence;1;Alabama;South
77036;1194;DC-12850;Dan Campbell;Consumer;Houston;42;Texas;Central
10011;1195;DC-12850;Dan Campbell;Consumer;New York City;31;New York;East
33178;1196;DC-12850;Dan Campbell;Consumer;Miami;9;Florida;South
76017;1197;DC-12850;Dan Campbell;Consumer;Arlington;42;Texas;Central
33161;1198;DC-12850;Dan Campbell;Consumer;North Miami;9;Florida;South
38109;1199;DC-12850;Dan Campbell;Consumer;Memphis;41;Tennessee;South
48066;1200;DC-12850;Dan Campbell;Consumer;Roseville;21;Michigan;Central
44105;1201;DC-12850;Dan Campbell;Consumer;Cleveland;34;Ohio;East
55016;1202;DC-13285;Debra Catini;Consumer;Cottage Grove;22;Minnesota;Central
94110;1203;DC-13285;Debra Catini;Consumer;San Francisco;4;California;West
31088;1204;DC-13285;Debra Catini;Consumer;Warner Robins;10;Georgia;South
23223;1205;DC-13285;Debra Catini;Consumer;Richmond;45;Virginia;South
33317;1206;DC-13285;Debra Catini;Consumer;Plantation;9;Florida;South
77041;1207;DD-13570;Dorothy Dickinson;Consumer;Houston;42;Texas;Central
22304;1208;DD-13570;Dorothy Dickinson;Consumer;Alexandria;45;Virginia;South
60610;1209;DD-13570;Dorothy Dickinson;Consumer;Chicago;12;Illinois;Central
19134;1210;DD-13570;Dorothy Dickinson;Consumer;Philadelphia;37;Pennsylvania;East
90049;1211;DD-13570;Dorothy Dickinson;Consumer;Los Angeles;4;California;West
38109;1212;DD-13570;Dorothy Dickinson;Consumer;Memphis;41;Tennessee;South
45503;1213;DE-13255;Deanra Eno;Home Office;Springfield;34;Ohio;East
52001;1214;DE-13255;Deanra Eno;Home Office;Dubuque;14;Iowa;Central
44107;1215;DE-13255;Deanra Eno;Home Office;Lakewood;34;Ohio;East
90004;1216;DE-13255;Deanra Eno;Home Office;Los Angeles;4;California;West
90008;1217;DE-13255;Deanra Eno;Home Office;Los Angeles;4;California;West
94591;1218;DF-13135;David Flashing;Consumer;Vallejo;4;California;West
10009;1219;DF-13135;David Flashing;Consumer;New York City;31;New York;East
61107;1220;DF-13135;David Flashing;Consumer;Rockford;12;Illinois;Central
19134;1221;DG-13300;Deirdre Greer;Corporate;Philadelphia;37;Pennsylvania;East
10035;1222;DG-13300;Deirdre Greer;Corporate;New York City;31;New York;East
98105;1223;DG-13300;Deirdre Greer;Corporate;Seattle;46;Washington;West
7050;1224;DG-13300;Deirdre Greer;Corporate;Orange;29;New Jersey;East
80219;1225;DG-13300;Deirdre Greer;Corporate;Denver;5;Colorado;West
40475;1226;DH-13075;Dave Hallsten;Corporate;Richmond;16;Kentucky;South
35601;1227;DH-13075;Dave Hallsten;Corporate;Decatur;1;Alabama;South
77095;1228;DH-13075;Dave Hallsten;Corporate;Houston;42;Texas;Central
94533;1229;DH-13075;Dave Hallsten;Corporate;Fairfield;4;California;West
90045;1230;DH-13075;Dave Hallsten;Corporate;Los Angeles;4;California;West
10035;1231;DH-13075;Dave Hallsten;Corporate;New York City;31;New York;East
2169;1232;DH-13675;Duane Huffman;Home Office;Quincy;20;Massachusetts;East
94122;1233;DH-13675;Duane Huffman;Home Office;San Francisco;4;California;West
33180;1234;DH-13675;Duane Huffman;Home Office;Miami;9;Florida;South
22801;1235;DH-13675;Duane Huffman;Home Office;Harrisonburg;45;Virginia;South
31088;1236;DJ-13420;Denny Joy;Corporate;Warner Robins;10;Georgia;South
94109;1237;DJ-13420;Denny Joy;Corporate;San Francisco;4;California;West
53209;1238;DJ-13420;Denny Joy;Corporate;Milwaukee;48;Wisconsin;Central
94110;1239;DJ-13420;Denny Joy;Corporate;San Francisco;4;California;West
37130;1240;DJ-13510;Don Jones;Corporate;Murfreesboro;41;Tennessee;South
72209;1241;DJ-13510;Don Jones;Corporate;Little Rock;3;Arkansas;South
92037;1242;DJ-13510;Don Jones;Corporate;San Diego;4;California;West
19140;1243;DJ-13510;Don Jones;Corporate;Philadelphia;37;Pennsylvania;East
2895;1244;DJ-13510;Don Jones;Corporate;Woonsocket;38;Rhode Island;East
94110;1245;DJ-13510;Don Jones;Corporate;San Francisco;4;California;West
85281;1246;DJ-13510;Don Jones;Corporate;Tempe;2;Arizona;West
10024;1247;DJ-13510;Don Jones;Corporate;New York City;31;New York;East
10024;1248;DJ-13630;Doug Jacobs;Consumer;New York City;31;New York;East
10009;1249;DJ-13630;Doug Jacobs;Consumer;New York City;31;New York;East
97206;1250;DJ-13630;Doug Jacobs;Consumer;Portland;36;Oregon;West
93905;1251;DK-12835;Damala Kotsonis;Corporate;Salinas;4;California;West
48234;1252;DK-12835;Damala Kotsonis;Corporate;Detroit;21;Michigan;Central
19143;1253;DK-12835;Damala Kotsonis;Corporate;Philadelphia;37;Pennsylvania;East
